Counter,Date/time,Latitude,Longitude,Elevation,Temperature,Humidity
31,2022-04-24 13:59:33.435627,-51.79598337513457,90.34154643242093,436.5974972516619,39.5002,50.3785
32,2022-04-24 13:59:44.241752,-51.78343859041748,91.41744502292363,436.56770487848894,39.6076,50.5072
33,2022-04-24 13:59:55.006445,-51.760338847772616,92.48829720849987,436.5335092950283,39.5181,50.3049
34,2022-04-24 14:00:05.823924,-51.72648198566319,93.56306180372388,436.4946085554831,39.5002,50.1455
35,2022-04-24 14:00:16.616137,-51.68210126809921,94.63339206224106,436.45127838831337,39.4465,50.3662
36,2022-04-24 14:00:27.382669,-51.627310719799105,95.69874592678833,436.40356502553067,39.5002,50.0995
37,2022-04-24 14:00:38.144063,-51.56209504985789,96.76068915157612,436.3514099988583,39.5181,50.2651
38,2022-04-24 14:00:48.909722,-51.48645143539737,97.81966503435812,436.29478423951906,39.4644,50.2651
39,2022-04-24 14:01:00.003661,-51.39768397740544,98.9068481952709,436.23179644119523,39.4465,50.3356
40,2022-04-24 14:01:11.149275,-51.29752056066398,99.99444005354891,436.16379819680935,39.4823,50.403
41,2022-04-24 14:01:21.936265,-51.19017786742715,101.04212540279161,436.0935088494651,39.5002,50.4061
42,2022-04-24 14:01:32.702406,-51.072925248672064,102.0825313855676,436.0189867380801,39.6076,50.4429
43,2022-04-24 14:01:43.852837,-50.940931015209394,103.15408249805456,435.937232755574,39.5539,50.5716
44,2022-04-24 14:01:54.658020,-50.80288427145012,104.18617694423095,435.8536053173903,39.5539,50.3356
45,2022-04-24 14:02:05.459104,-50.655012816426435,105.21138616244197,435.76570185566464,39.3211,50.2191
46,2022-04-24 14:02:16.329015,-50.49634807027046,106.23615951405093,435.6729267716933,39.4644,50.3938
47,2022-04-24 14:02:27.426533,-50.32429276640011,107.27479778373967,435.57378537877673,39.3927,50.2038
48,2022-04-24 14:02:38.235781,-50.147039630926976,108.2788220757058,435.47295261310586,39.3569,50.0842
49,2022-04-24 14:02:49.046577,-49.96036028927213,109.27507114555317,435.3679402915343,39.5897,50.2559
50,2022-04-24 14:02:59.815870,-49.76518387078616,110.25932757147996,435.2592315300648,39.5181,50.5134
51,2022-04-24 14:03:10.616294,-49.56033664172254,111.23800966280236,435.146138165467,39.5002,50.2252
52,2022-04-24 14:03:21.416351,-49.34651548400676,112.2079858088979,435.02901669647247,39.5002,50.3264
53,2022-04-24 14:03:32.230045,-49.12357054557915,113.17026774052492,434.9077549625297,39.536,50.4582
54,2022-04-24 14:03:42.992558,-48.89303004876631,114.11892640860276,434.7831492741094,39.4465,50.4367
55,2022-04-24 14:03:54.130726,-48.64551361108007,115.09096992723113,434.6501327860976,39.4285,50.4704
56,2022-04-24 14:04:04.938470,-48.3968097746799,116.02456024308357,434.51716542319514,39.4823,50.2436
57,2022-04-24 14:04:15.746647,-48.139840871135384,116.94859343439457,434.38040528345897,39.4465,50.3662
58,2022-04-24 14:04:26.506390,-47.87599424428189,117.85876749850307,434.24056090184274,39.4644,50.3969
59,2022-04-24 14:04:37.266243,-47.60426038577033,118.75923880241662,434.0970692871354,39.5002,50.4091
60,2022-04-24 14:04:48.366306,-47.31585242439752,119.67785092179984,433.9452914457253,39.4106,50.2497
61,2022-04-24 14:04:59.486301,-47.01885665763935,120.58754051955569,433.78948488063605,39.4285,50.3448
62,2022-04-24 14:05:10.617986,-46.7136295489643,121.48752683181394,433.6298176927208,39.4106,50.3386
63,2022-04-24 14:05:21.449436,-46.409190344442294,122.35296459028538,433.47097283808836,39.4644,50.3632
64,2022-04-24 14:05:32.265614,-46.098012035652204,123.20704290185134,433.30899018579873,39.3748,50.3999
65,2022-04-24 14:05:43.086357,-45.779684992335625,124.05134866034057,433.1436427675428,39.3748,50.1854
66,2022-04-24 14:05:53.856023,-45.45603675576847,124.88163007588925,432.9758666721415,39.4644,50.403
67,2022-04-24 14:06:04.616292,-45.12604573612024,125.70114678672807,432.80512080453695,39.4644,50.2314
68,2022-04-24 14:06:15.378539,-44.789502459971914,126.51085008920548,432.6312899052035,39.536,50.4398
69,2022-04-24 14:06:26.186391,-44.44514934587656,127.31399692512738,432.4537220677089,39.339,50.3969
70,2022-04-24 14:06:37.026347,-44.09349225569193,128.10953927068098,432.2726792283431,39.4285,50.2344
71,2022-04-24 14:06:47.826413,-43.7370278120425,128.89225075605583,432.08944667026725,39.3211,50.308
72,2022-04-24 14:06:58.591295,-43.375790952820914,129.6626843973242,431.90404202480545,39.3748,50.0904
73,2022-04-24 14:07:09.686821,-42.997438999570015,130.4466380045643,431.7101470935457,39.3569,50.1946
74,2022-04-24 14:07:20.848684,-42.6107858057396,131.2250404742571,431.51230231758507,39.2853,50.0995
75,2022-04-24 14:07:31.653040,-42.230891621803075,131.96882890408486,431.31821229823134,39.5181,50.0168
76,2022-04-24 14:07:42.447189,-41.845974436651275,132.70249486233746,431.1218549458338,39.4106,50.2835
77,2022-04-24 14:07:53.537376,-41.44504486313648,133.44657915964302,430.9176512210596,39.3211,50.2344
78,2022-04-24 14:08:04.680921,-41.03674172496154,134.18449479811966,430.7100343711329,39.5002,50.3111
79,2022-04-24 14:08:15.488624,-40.6356696619955,134.8909506592737,430.5064377583687,39.3927,50.2344
80,2022-04-24 14:08:26.286643,-40.23011052032773,135.58780535531622,430.3009183156678,39.6255,50.4245
81,2022-04-24 14:08:37.425799,-39.806739845440084,136.29750924521696,430.086765168308,39.3748,50.4796
82,2022-04-24 14:08:48.240142,-39.39104599660197,136.97764204789374,429.87689850687934,39.4644,50.075
83,2022-04-24 14:08:59.048296,-38.971080782833226,137.64884218664716,429.66529629505465,39.4285,50.3386
84,2022-04-24 14:09:09.813206,-38.54843149743406,138.30900222234166,429.45278542312764,39.3748,50.2405
85,2022-04-24 14:09:20.963594,-38.10618148756565,138.9841496393888,429.2309152991366,39.339,50.1946
86,2022-04-24 14:09:31.773000,-37.67323497617704,139.63038730715033,429.0142247732502,39.3748,50.403
87,2022-04-24 14:09:42.588866,-37.23598455214999,140.26900988913948,428.7959165069415,39.4285,50.498
88,2022-04-24 14:09:53.394462,-36.79518264249928,140.89922577785015,428.5764040408444,39.4285,50.4704
89,2022-04-24 14:10:04.482760,-36.33888500887818,141.53790687536159,428.34980271932966,39.4465,50.4459
90,2022-04-24 14:10:15.623893,-35.87645014477248,142.17164741232364,428.12083350936626,39.339,50.2835
91,2022-04-24 14:10:26.435117,-35.4240202132962,142.77911423234465,427.89750910395003,39.4465,50.3662
92,2022-04-24 14:10:37.247858,-34.967988101069906,143.37942262710834,427.67312745250405,39.5002,50.5655
93,2022-04-24 14:10:48.016416,-34.510407057483214,143.97021037603238,427.4487409874799,39.3748,50.3509
94,2022-04-24 14:10:58.783551,-34.04955224041991,144.55404069663473,427.2235468587525,39.3569,50.4766
95,2022-04-24 14:11:09.546087,-33.58568420130847,145.1308506506038,426.9977207318083,39.4823,50.4398
96,2022-04-24 14:11:20.350385,-33.116844898975444,145.70327347629674,426.7703643839106,39.4106,50.4061
97,2022-04-24 14:11:31.441674,-32.632339830049816,146.28414388947863,426.5363872081184,39.4106,50.075
98,2022-04-24 14:11:42.245659,-32.1573730616477,146.84349569957286,426.3080153082321,39.4823,50.4245
99,2022-04-24 14:11:53.061313,-31.678972291206232,147.3972302876126,426.0790286865658,39.3748,50.4766
100,2022-04-24 14:12:04.147502,-31.185668728788478,147.958489345981,425.8440368907708,39.4285,50.3294
101,2022-04-24 14:12:14.914725,-30.703768930175507,148.49763814403673,425.61562171298027,39.3927,50.3356
102,2022-04-24 14:12:25.727858,-30.217157943223803,149.03327652037527,425.38615975550476,39.3748,50.17
103,2022-04-24 14:12:36.869590,-29.71302572665767,149.57927913761944,425.14973421529186,39.5539,50.4827
104,2022-04-24 14:12:47.659244,-29.222275506669394,150.10242426720455,424.92089455240324,39.4285,50.3785
105,2022-04-24 14:12:58.421151,-28.730357025737618,150.61887070947137,424.6928475192231,39.4285,50.1455
106,2022-04-24 14:13:09.644315,-28.214830959991133,151.15191271596763,424.45533680530644,39.3927,50.2344
107,2022-04-24 14:13:20.796253,-27.700111675863724,151.67610004464694,424.2197544611642,39.4285,50.5348
108,2022-04-24 14:13:31.617713,-27.198349673065657,152.1796912427964,423.9916431775797,39.3748,50.4429
109,2022-04-24 14:13:42.381821,-26.697097699438217,152.67576686894614,423.7653246192178,39.4106,50.3815
110,2022-04-24 14:13:53.243166,-26.189174980893473,153.17158555495104,423.5376280781412,39.339,50.0812
111,2022-04-24 14:14:04.049767,-25.6817691802611,153.66027708017035,423.3118481096219,39.4106,50.2988
112,2022-04-24 14:14:14.818187,-25.174160556401436,154.1428006513054,423.0877054039641,39.3569,50.5287
113,2022-04-24 14:14:25.932909,-24.648213819036283,154.63630746069646,422.85733284660694,39.3748,50.4183
114,2022-04-24 14:14:36.739340,-24.134970805890394,155.11181641499576,422.63440111378867,39.3748,50.2252
115,2022-04-24 14:14:47.509552,-23.621633502638996,155.58164445389346,422.4133255602353,39.3748,50.4061
116,2022-04-24 14:14:58.312446,-23.104979270767704,156.04891105537106,422.1927801400971,39.3927,50.3478
117,2022-04-24 14:15:09.095461,-22.58757461616428,156.511448854313,421.97392633843253,39.4285,50.4888
118,2022-04-24 14:15:19.908767,-22.06706975816148,156.97151211757887,421.75583560750647,39.3748,50.1976
119,2022-04-24 14:15:30.704362,-21.545809937847302,157.42717692443188,421.53955635706905,39.3569,50.3969
120,2022-04-24 14:15:41.469903,-21.02447632960127,157.87803574071773,421.3254185596778,39.3569,50.4674
121,2022-04-24 14:15:52.236272,-20.50159836618372,158.32553121703955,421.1128702402981,39.2495,50.354
122,2022-04-24 14:16:03.386301,-19.958578299286245,158.78548392719583,420.894536086787,39.4823,50.354
123,2022-04-24 14:16:14.183488,-19.43131295897051,159.22761935597225,420.6849210854278,39.4106,50.2835
124,2022-04-24 14:16:24.986583,-18.902431317181048,159.66686394239056,420.4770656693582,39.3211,50.2007
125,2022-04-24 14:16:35.749974,-18.374151141499016,160.10153646023343,420.2718891129981,39.3927,50.4704
126,2022-04-24 14:16:46.516364,-17.84451388873737,160.53340749228286,420.06867622729004,39.3569,50.2957
127,2022-04-24 14:16:57.326289,-17.311495787558318,160.96423899184833,419.86672407168334,39.4285,50.2405
128,2022-04-24 14:17:08.106643,-16.778793753595206,161.39116998019526,419.6674949072513,39.3032,50.5501
129,2022-04-24 14:17:18.896626,-16.244445306050388,161.81591566702062,419.4703035093993,39.2853,50.2835
130,2022-04-24 14:17:29.667511,-15.709995785796156,162.23738216859047,419.2757714565077,39.3748,50.4888
131,2022-04-24 14:17:40.438150,-15.174508940785868,162.6564449415449,419.08360421568824,39.4106,50.4735
132,2022-04-24 14:17:51.236456,-14.636662799308912,163.07425282596006,418.8933906601259,39.339,50.4674
133,2022-04-24 14:18:02.044012,-14.097294820115122,163.49026391180647,418.70549394432055,39.4285,50.2007
134,2022-04-24 14:18:12.786543,-13.560428872265714,163.9015204717986,418.5213436251049,39.4823,50.357
135,2022-04-24 14:18:23.552512,-13.021409664599897,164.31172607298205,418.3393748957346,39.339,50.4245
136,2022-04-24 14:18:34.351647,-12.479905282413295,164.72123100735072,418.1595477145313,39.3211,50.3969
137,2022-04-24 14:18:45.162300,-11.937004762075913,165.12931445480493,417.9822894536057,39.4106,50.5256
138,2022-04-24 14:18:55.930476,-11.395497165241173,165.5340073698374,417.8085433914158,39.4106,51.4605
139,2022-04-24 14:19:06.696341,-10.85337277102781,165.9369413855184,417.63768978543663,39.3032,50.4153
140,2022-04-24 14:19:17.462095,-10.310543158000671,166.33829632315513,417.4697428254334,39.3211,50.2467
141,2022-04-24 14:19:28.552708,-9.750676746015792,166.7501699914181,417.29983621274437,39.4106,50.5072
142,2022-04-24 14:19:39.681751,-9.188196729991223,167.16197030615518,417.1325540607374,39.4465,50.4245
143,2022-04-24 14:19:50.827520,-8.624284912148228,167.57293905460025,416.9683156806439,39.3927,50.3417
144,2022-04-24 14:20:01.641170,-8.07643126817078,167.97052249707673,416.8121095339078,39.339,50.4429
145,2022-04-24 14:20:12.547921,-7.523664695811778,168.37010811515572,416.65788103158764,39.3569,50.4643
146,2022-04-24 14:20:23.300891,-6.978060135307313,168.7630890707294,416.5090038379696,39.3211,50.4091
147,2022-04-24 14:20:34.127587,-6.428290704915402,169.1577469235919,416.36238380316365,39.3211,50.2314
148,2022-04-24 14:20:45.268513,-5.862118931208192,169.5629076028251,416.2149742696092,39.4106,50.4766
149,2022-04-24 14:20:56.079807,-5.312316755862845,169.95523059863123,416.07533072143406,39.3748,50.3141
150,2022-04-24 14:21:06.902678,-4.761589844895782,170.34721285259587,415.938934773316,39.3927,50.308
151,2022-04-24 14:21:17.703120,-4.211705495717076,170.73770295167557,415.8062447006956,39.3569,50.4551
152,2022-04-24 14:21:28.913547,-3.640662611176905,171.14238767648195,415.67216773042384,39.4285,50.2957
153,2022-04-24 14:21:40.057352,-3.072763744802622,171.5441194524685,415.54260578369775,39.3569,50.3386
154,2022-04-24 14:21:50.867238,-2.5216896440889927,171.93336681240388,415.4204999516689,39.1778,50.2099
155,2022-04-24 14:22:01.629184,-1.9728631688425198,172.32056040190074,415.30244886745413,39.3569,50.4582
156,2022-04-24 14:22:12.426860,-1.4220929988741682,172.70876042444473,415.18756197114874,39.3032,50.3846
157,2022-04-24 14:22:23.236503,-0.8706245111801398,173.0971893275579,415.0761376597963,39.4106,50.6727
158,2022-04-24 14:22:34.002327,-0.32129060680475874,173.48395483483918,414.96874582639566,39.3569,50.1976
159,2022-04-24 14:22:44.768056,0.22804958499730119,173.8706667781411,414.864957412598,39.3211,50.5134
160,2022-04-24 14:22:55.577149,0.7796095167043076,174.25898513231226,414.7643854359598,39.3032,50.6329
161,2022-04-24 14:23:06.386033,1.3311732322255134,174.6474525937653,414.66746407830976,39.3927,50.6544
162,2022-04-24 14:23:17.183857,1.882033256327974,175.03567321420437,414.5743176430781,39.339,50.1271
163,2022-04-24 14:23:27.996743,2.4335973533894024,175.4247421379816,414.4847138487884,39.2674,50.59
164,2022-04-24 14:23:39.076312,2.998634348203283,175.82378825947225,414.39672548289747,39.3569,50.4153
165,2022-04-24 14:23:49.892029,3.550062321319891,176.21379146633953,414.314571861796,39.339,50.3693
166,2022-04-24 14:24:00.650915,4.098372576638079,176.60225052006632,414.23652408938733,39.3211,50.4888
167,2022-04-24 14:24:11.440723,4.648042743318968,176.9924387443727,414.16192830306795,39.3569,50.5011
168,2022-04-24 14:24:22.585456,5.215519139987221,177.39618270651007,414.08874520832336,39.339,50.2283
169,2022-04-24 14:24:33.715524,5.781930793868627,177.80021222689183,414.01957724010816,39.3032,50.3601
170,2022-04-24 14:24:44.536479,6.332252959083788,178.1938745588744,413.9560821119481,39.3927,50.3233
171,2022-04-24 14:24:55.354551,6.882104441003169,178.58840241350708,413.89628751461015,39.3748,50.357
172,2022-04-24 14:25:06.133019,7.429504985861445,178.9824746545826,413.84037498758556,39.4106,50.2835
173,2022-04-24 14:25:16.916618,7.976720104204683,179.37782310934543,413.7880811375186,39.3927,50.6666
174,2022-04-24 14:25:27.716235,8.524312042575323,179.77496660899675,413.73934711914933,39.3032,50.5992
175,2022-04-24 14:25:38.554949,9.073363319054131,-179.82518780014323,413.6940865413624,39.1599,50.3019
176,2022-04-24 14:25:49.359841,9.620149562353514,-179.4252403704136,413.6525892823607,39.3569,50.4582
177,2022-04-24 14:26:00.488411,10.182707779459543,-179.01180869994656,413.61360932587803,39.5539,50.4367
178,2022-04-24 14:26:11.295766,10.728412732161445,-178.60875312535066,413.5793850477456,39.3032,50.495
179,2022-04-24 14:26:22.110574,11.273841916569573,-178.20380132759684,413.54869625321095,39.3569,50.2957
180,2022-04-24 14:26:32.876340,11.816088663789143,-177.79900895529113,413.521659833403,39.3032,50.2896
181,2022-04-24 14:26:43.676098,12.359344353478765,-177.39113551864605,413.49803166389745,39.3032,50.3294
182,2022-04-24 14:26:54.454794,12.90076460761553,-176.98219500062038,413.4779123903653,39.339,50.4735
183,2022-04-24 14:27:05.226576,13.441006198139142,-176.57158261053118,413.46123293343993,39.3927,50.3969
184,2022-04-24 14:27:16.376516,13.999361099620396,-176.14437340414642,413.4475409992821,39.3748,50.3325
185,2022-04-24 14:27:27.176145,14.539284847266908,-175.72839173119482,413.43771126302056,39.2853,50.2497
186,2022-04-24 14:27:37.944192,15.076683246552319,-175.3114100533949,413.43123807327595,39.1957,50.3846
187,2022-04-24 14:27:48.757370,15.615357180847287,-174.8903479275531,413.4280444271618,39.339,50.5839
188,2022-04-24 14:27:59.843327,16.166615779314366,-174.4560931481742,413.4281699958903,39.2495,50.4459
189,2022-04-24 14:28:10.648268,16.70270918153112,-174.0303773816146,413.43156301166897,39.3569,50.3969
190,2022-04-24 14:28:21.821466,17.256116537483205,-173.58722475224073,413.43842518184294,39.3211,50.5931
191,2022-04-24 14:28:32.636237,17.790516926527832,-173.15557595821195,413.4482673690024,39.2137,50.4245
192,2022-04-24 14:28:43.436506,18.323001339215327,-172.72168090480528,413.4611931109897,39.3927,50.4551
193,2022-04-24 14:28:54.233870,18.854145513560827,-172.28494096576904,413.4771637646869,39.3569,50.4888
194,2022-04-24 14:29:05.048669,19.38483977545736,-171.84447490180384,413.4961658395091,39.2495,50.3111
195,2022-04-24 14:29:16.166256,19.92901665359993,-171.3883838180354,413.5187846623836,39.3569,50.4337
196,2022-04-24 14:29:26.976312,20.45674571255088,-170.94160630384818,413.5437242431974,39.3032,50.4582
197,2022-04-24 14:29:37.766332,20.982072510631525,-170.49230430286065,413.5714619332849,39.2853,50.4551
198,2022-04-24 14:29:48.566541,21.506421945525325,-170.03911430819255,413.60201818031476,39.4465,50.3019
199,2022-04-24 14:29:59.721239,22.046401095237325,-169.5672767134211,413.6364533931488,39.3927,50.2988
200,2022-04-24 14:30:10.526366,22.567836939237857,-169.10648730669152,413.67253611236856,39.2853,50.2589
201,2022-04-24 14:30:21.346643,23.08836330145752,-168.64124006877736,413.7113009089233,39.3927,50.1731
202,2022-04-24 14:30:32.433972,23.620012311448697,-168.16040052362337,413.75369552807155,39.339,50.4337
203,2022-04-24 14:30:43.216370,24.135260831441173,-167.6887204779632,413.79745475736314,39.339,50.1578
204,2022-04-24 14:30:53.971739,24.647442097347103,-167.21408605921127,413.8435319028408,39.3211,50.6053
205,2022-04-24 14:31:04.738700,25.158332857497648,-166.7346915601884,413.89202536086856,39.2137,50.3386
206,2022-04-24 14:31:15.503248,25.66720863494829,-166.25103421923174,413.94281310901994,39.2853,49.0574
207,2022-04-24 14:31:26.309430,26.17607450939423,-165.7609948276746,413.996051417087,39.3032,50.1179
208,2022-04-24 14:31:37.120085,26.683129674616918,-165.26608201772854,414.05150956071986,39.3211,50.5348
209,2022-04-24 14:31:47.927124,27.187892266823372,-164.7665771515976,414.10907644327153,39.2853,50.1333
210,2022-04-24 14:31:58.694289,27.688662979944514,-164.26401223396124,414.1684853805668,39.2495,50.4858
211,2022-04-24 14:32:09.451928,28.186760226475098,-163.75691844023024,414.2298183192919,39.2674,50.3049
212,2022-04-24 14:32:20.216268,28.682891862770383,-163.2443803740396,414.2931025994595,39.2853,50.2068
213,2022-04-24 14:32:31.011645,29.17810184689396,-162.725076676987,414.35842370460114,39.2853,50.4551
214,2022-04-24 14:32:41.827469,29.67180579607991,-162.19935569041243,414.4256602301089,39.4106,50.6697
215,2022-04-24 14:32:52.629447,30.162371054006265,-161.6687352053689,414.4945318464224,39.2495,50.2528
216,2022-04-24 14:33:03.425432,30.650082799883904,-161.13271181960042,414.5650130554746,39.3032,50.2712
217,2022-04-24 14:33:14.564564,31.150526365249558,-160.5735166017134,414.6393886222543,39.2674,50.5011
218,2022-04-24 14:33:25.704922,31.648091916321487,-160.00791498851376,414.71537007767887,39.3032,50.3049
219,2022-04-24 14:33:36.604342,32.132007510487334,-159.44821716820672,414.7911841697755,39.3927,50.5287
220,2022-04-24 14:33:47.445257,32.610382973286704,-158.88519608314692,414.8679616994509,39.2495,50.2712
221,2022-04-24 14:33:58.656609,33.10194463981665,-158.2961234996982,414.9487250048075,39.2674,50.5961
222,2022-04-24 14:34:09.481985,33.57344465578195,-157.7206068886957,415.02794691574417,39.3211,50.4091
223,2022-04-24 14:34:20.684568,34.05806003960618,-157.11788668290416,415.1111368870404,39.2853,50.639
224,2022-04-24 14:34:31.532129,34.52391378249969,-156.52730708996864,415.19276802927453,39.3211,50.5134
225,2022-04-24 14:34:42.328099,34.9842273241593,-155.93246910357706,415.27500559772545,39.339,50.2835
226,2022-04-24 14:34:53.156651,35.442478070513474,-155.32863608945044,415.3584101395942,39.3211,50.3356
227,2022-04-24 14:35:04.348014,35.91233552163873,-154.6968498321802,415.44549576589276,39.2495,50.5931
228,2022-04-24 14:35:15.192352,36.36392026300754,-154.07696682237076,415.53067089406034,39.3569,50.4459
229,2022-04-24 14:35:25.980506,36.80937366337399,-153.45273751589156,415.6160882602012,39.2316,50.5777
230,2022-04-24 14:35:36.785096,37.25171072801876,-152.81971385669559,415.70226502387055,39.2674,50.6605
231,2022-04-24 14:35:47.921849,37.70348324910889,-152.1589655923127,415.79165839974047,39.2674,50.4061
232,2022-04-24 14:35:58.717151,38.13727399642518,-151.51029814948689,415.87878893891485,39.2316,50.3478
233,2022-04-24 14:36:09.497193,38.566292424003116,-150.85435274545935,415.96619498911264,39.3211,50.3662
234,2022-04-24 14:36:20.310306,38.99233794369896,-150.18802391910307,416.05419728348375,39.2853,50.639
235,2022-04-24 14:36:31.141742,39.4146816533801,-149.51201818038743,416.1426058958197,39.2495,50.0904
236,2022-04-24 14:36:41.955102,39.83177134292065,-148.8284885503714,416.23104912786476,39.3032,50.5011
237,2022-04-24 14:36:52.758072,40.243819636314896,-148.13681372140516,416.31952216351743,39.2495,50.3907
238,2022-04-24 14:37:03.600975,40.65259002855932,-147.43362061769417,416.4083639755792,39.3211,50.6819
239,2022-04-24 14:37:14.415593,41.055391193577826,-146.72316110634185,416.4969486434313,39.3211,50.5808
240,2022-04-24 14:37:25.579360,41.46589577750301,-145.98014504094252,416.58828664583734,39.1957,51.0682
241,2022-04-24 14:37:36.387299,41.85807727157063,-145.2513278070424,416.6765453104075,39.2137,50.2865
242,2022-04-24 14:37:47.493185,42.25555780589223,-144.49257517604102,416.76699214061915,39.2674,50.3662
243,2022-04-24 14:37:58.289202,42.6364249672879,-143.7453696401366,416.8546020498646,39.2316,50.3264
244,2022-04-24 14:38:09.095645,43.01210283689603,-142.98776605924073,416.94192809532166,39.339,50.2957
245,2022-04-24 14:38:20.279039,43.394862614944294,-142.19347315070075,417.03183767104576,39.1957,50.2528
246,2022-04-24 14:38:31.076361,43.75844620269949,-141.41661065894928,417.11812927106763,39.339,50.4091
247,2022-04-24 14:38:42.273787,44.12920531577342,-140.60040111051592,417.20702693081387,39.2495,50.4796
248,2022-04-24 14:38:53.120065,44.48197444412108,-139.79967492834976,417.2924736022721,39.2853,50.5685
249,2022-04-24 14:39:04.352847,44.840639924833674,-138.9596576805542,417.38023065232994,39.2674,50.2988
250,2022-04-24 14:39:15.191400,45.18009784894295,-138.13874474692733,417.4641296095319,39.339,50.4612
251,2022-04-24 14:39:26.450602,45.525667352669146,-137.27515989448085,417.55040671753943,39.3569,50.5256
252,2022-04-24 14:39:37.670637,45.8627680984725,-136.4034188258729,417.6354442350405,39.142,50.3785
253,2022-04-24 14:39:48.482601,46.18045160514107,-135.5531670798774,417.7164077274075,39.3927,50.4674
254,2022-04-24 14:39:59.332548,46.49214952855634,-134.6895307880621,417.7966598096079,39.2495,50.2497
255,2022-04-24 14:40:10.556700,46.806896672518256,-133.78527942390653,417.8785585401525,39.2316,50.6636
256,2022-04-24 14:40:21.458819,47.10496083918845,-132.89642356368225,417.95696167038744,39.2853,50.4153
257,2022-04-24 14:40:32.665137,47.40329908578041,-131.9720080076265,418.03631495464936,39.3032,50.5624
258,2022-04-24 14:40:43.541385,47.68488858132036,-131.0644506995864,418.112077318605,39.3927,50.5195
259,2022-04-24 14:40:54.431285,47.958819376952086,-130.14557146201503,418.1866477052639,39.2853,50.3172
260,2022-04-24 14:41:05.352491,48.22531582907682,-129.21394040599955,418.26008637413133,39.2137,50.4674
261,2022-04-24 14:41:16.171367,48.48103967248763,-128.28116505636956,418.3314598553901,39.2316,50.2099
262,2022-04-24 14:41:27.413754,48.7378853082134,-127.30158384323516,418.40412685448223,39.3748,50.3172
263,2022-04-24 14:41:38.651784,48.98541330141156,-126.3120362592925,418.4751896459237,39.2674,50.5011
264,2022-04-24 14:41:49.916034,49.22405115869657,-125.3101906709071,418.54477432654886,39.2853,50.3846
